,routeid,routestring,EndSolution,origin,destination,weights,weight_of_route,route_flow
5,8005366,"['RUS', 'UKR', 'ROU', 'BGR', 'GRC']",1,RUS,GRC,"[1.75, 1.5, 0.5, 0.5, 0.5]",4.75,RUSGRC
6,7985926,"['RUS', 'GEO', 'TUR', 'BGR', 'GRC']",1,RUS,GRC,"[1.75, 1.5, 1.5, 0.5, 0.5]",5.75,RUSGRC
7,7978960,"['RUS', 'AZE', 'GEO', 'TUR', 'BGR', 'GRC']",1,RUS,GRC,"[1.75, 1.5, 1.5, 1.5, 0.5, 0.5]",7.25,RUSGRC
8,8000299,"['RUS', 'POL', 'UKR', 'ROU', 'BGR', 'GRC']",1,RUS,GRC,"[1.75, 0.25, 1.5, 0.5, 0.5, 0.5]",5.0,RUSGRC
9,7985924,"['RUS', 'GEO', 'AZE', 'TUR', 'BGR', 'GRC']",1,RUS,GRC,"[1.75, 1.5, 1.5, 1.5, 0.5, 0.5]",7.25,RUSGRC
0,8020959,"['RUS', 'POL', 'CZE', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.25, 0.0, 0.25]",2.5,RUSITA
1,8024672,"['RUS', 'UKR', 'HUN', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 1.5, 0.25, 0.0, 0.25]",3.75,RUSITA
2,8022274,"['RUS', 'POL', 'SVK', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.25, 0.0, 0.25]",2.5,RUSITA
3,8027350,"['RUS', 'UKR', 'SVK', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 1.5, 0.25, 0.0, 0.25]",3.75,RUSITA
4,8021866,"['RUS', 'POL', 'DEU', 'CHE', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.0, 1.0, 0.25]",3.25,RUSITA
5,8025394,"['RUS', 'UKR', 'HUN', 'SVN', 'ITA']",1,RUS,ITA,"[1.75, 1.5, 0.25, 0.25, 0.25]",4.0,RUSITA
6,8021784,"['RUS', 'POL', 'DEU', 'FRA', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.0, 0.0, 0.25]",2.25,RUSITA
7,8021599,"['RUS', 'POL', 'DEU', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.0, 0.0, 0.25]",2.25,RUSITA
8,8019031,"['RUS', 'LTU', 'POL', 'CZE', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 0.25, 0.25, 0.25, 0.0, 0.25]",2.75,RUSITA
9,8012535,"['RUS', 'BLR', 'UKR', 'SVK', 'AUT', 'ITA']",1,RUS,ITA,"[1.75, 1.75, 1.5, 0.25, 0.0, 0.25]",5.5,RUSITA
0,8038210,"['RUS', 'KAZ']",1,RUS,KAZ,"[1.75, 1.75]",3.5,RUSKAZ
0,8058271,"['RUS', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 1.5, 1.5]",4.75,RUSMDA
1,8042824,"['RUS', 'BLR', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 1.75, 1.5, 1.5]",6.5,RUSMDA
2,8055589,"['RUS', 'POL', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 1.5, 1.5]",5.0,RUSMDA
3,8047797,"['RUS', 'LTU', 'BLR', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 1.75, 1.5, 1.5]",6.75,RUSMDA
4,8045730,"['RUS', 'LVA', 'BLR', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 1.75, 1.5, 1.5]",6.75,RUSMDA
5,8050210,"['RUS', 'LTU', 'POL', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 0.25, 1.5, 1.5]",5.25,RUSMDA
6,8054959,"['RUS', 'POL', 'SVK', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 0.25, 1.5, 1.5]",5.25,RUSMDA
7,8042082,"['RUS', 'BLR', 'POL', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 1.75, 0.25, 1.5, 1.5]",6.75,RUSMDA
8,8050450,"['RUS', 'POL', 'BLR', 'UKR', 'MDA']",1,RUS,MDA,"[1.75, 0.25, 1.75, 1.5, 1.5]",6.75,RUSMDA
9,8057249,"['RUS', 'UKR', 'HUN', 'ROU', 'MDA']",1,RUS,MDA,"[1.75, 1.5, 0.25, 0.5, 1.5]",5.5,RUSMDA
0,8058340,"['RUS', 'AZE', 'TUR', 'GRC', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSMKD
1,8085946,"['RUS', 'UKR', 'ROU', 'SRB', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 0.5, 1.5, 1.5]",6.75,RUSMKD
2,8082223,"['RUS', 'UKR', 'HUN', 'SRB', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 0.25, 1.5, 1.5]",6.5,RUSMKD
3,8065367,"['RUS', 'GEO', 'TUR', 'BGR', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSMKD
4,8084930,"['RUS', 'UKR', 'ROU', 'BGR', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 0.5, 0.5, 1.5]",5.75,RUSMKD
5,8065403,"['RUS', 'GEO', 'TUR', 'GRC', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSMKD
6,8058304,"['RUS', 'AZE', 'TUR', 'BGR', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSMKD
7,8058277,"['RUS', 'AZE', 'GEO', 'TUR', 'BGR', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 1.5, 0.5, 1.5]",8.25,RUSMKD
8,8063568,"['RUS', 'BLR', 'UKR', 'ROU', 'SRB', 'MKD']",1,RUS,MKD,"[1.75, 1.75, 1.5, 0.5, 1.5, 1.5]",8.5,RUSMKD
9,8058291,"['RUS', 'AZE', 'GEO', 'TUR', 'GRC', 'MKD']",1,RUS,MKD,"[1.75, 1.5, 1.5, 1.5, 0.5, 1.5]",8.25,RUSMKD
0,8105319,"['RUS', 'UKR', 'ROU', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 0.5, 1.5]",5.25,RUSSRB
1,8103767,"['RUS', 'UKR', 'HUN', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 0.25, 1.5]",5.0,RUSSRB
2,8102020,"['RUS', 'POL', 'UKR', 'HUN', 'SRB']",1,RUS,SRB,"[1.75, 0.25, 1.5, 0.25, 1.5]",5.25,RUSSRB
3,8091201,"['RUS', 'BLR', 'UKR', 'ROU', 'SRB']",1,RUS,SRB,"[1.75, 1.75, 1.5, 0.5, 1.5]",7.0,RUSSRB
4,8087796,"['RUS', 'AZE', 'TUR', 'BGR', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSSRB
5,8103766,"['RUS', 'UKR', 'HUN', 'ROU', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 0.25, 0.5, 1.5]",5.5,RUSSRB
6,8101687,"['RUS', 'POL', 'SVK', 'HUN', 'SRB']",1,RUS,SRB,"[1.75, 0.25, 0.25, 0.25, 1.5]",4.0,RUSSRB
7,8092746,"['RUS', 'GEO', 'TUR', 'BGR', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 1.5, 0.5, 1.5]",6.75,RUSSRB
8,8103744,"['RUS', 'UKR', 'HUN', 'HRV', 'SRB']",1,RUS,SRB,"[1.75, 1.5, 0.25, 0.5, 1.5]",5.5,RUSSRB
9,8090554,"['RUS', 'BLR', 'UKR', 'HUN', 'SRB']",1,RUS,SRB,"[1.75, 1.75, 1.5, 0.25, 1.5]",6.75,RUSSRB
0,8106613,"['RUS', 'AZE', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 1.5]",4.75,RUSTUR
1,8114264,"['RUS', 'GEO', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 1.5]",4.75,RUSTUR
2,8106612,"['RUS', 'AZE', 'GEO', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 1.5, 1.5]",6.25,RUSTUR
3,8114263,"['RUS', 'GEO', 'AZE', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 1.5, 1.5]",6.25,RUSTUR
4,8136257,"['RUS', 'UKR', 'ROU', 'BGR', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 0.5, 0.5, 1.5]",5.75,RUSTUR
5,8132991,"['RUS', 'UKR', 'HUN', 'SRB', 'BGR', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 0.25, 1.5, 0.5, 1.5]",7.0,RUSTUR
6,8132889,"['RUS', 'UKR', 'HUN', 'ROU', 'BGR', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 0.25, 0.5, 0.5, 1.5]",6.0,RUSTUR
7,8112028,"['RUS', 'BLR', 'UKR', 'ROU', 'BGR', 'TUR']",1,RUS,TUR,"[1.75, 1.75, 1.5, 0.5, 0.5, 1.5]",7.5,RUSTUR
8,8130325,"['RUS', 'POL', 'UKR', 'ROU', 'BGR', 'TUR']",1,RUS,TUR,"[1.75, 0.25, 1.5, 0.5, 0.5, 1.5]",6.0,RUSTUR
9,8136070,"['RUS', 'UKR', 'ROU', 'BGR', 'GRC', 'TUR']",1,RUS,TUR,"[1.75, 1.5, 0.5, 0.5, 0.5, 1.5]",6.25,RUSTUR
0,8152884,"['RUS', 'UKR']",1,RUS,UKR,"[1.75, 1.5]",3.25,RUSUKR
1,8152883,"['RUS', 'POL', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 1.5]",3.5,RUSUKR
2,8142843,"['RUS', 'BLR', 'UKR']",1,RUS,UKR,"[1.75, 1.75, 1.5]",5.0,RUSUKR
3,8146729,"['RUS', 'LTU', 'BLR', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 1.75, 1.5]",5.25,RUSUKR
4,8152882,"['RUS', 'POL', 'SVK', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 0.25, 1.5]",3.75,RUSUKR
5,8145270,"['RUS', 'LVA', 'BLR', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 1.75, 1.5]",5.25,RUSUKR
6,8148644,"['RUS', 'LTU', 'POL', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 0.25, 1.5]",3.75,RUSUKR
7,8148645,"['RUS', 'POL', 'BLR', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 1.75, 1.5]",5.25,RUSUKR
8,8142842,"['RUS', 'BLR', 'POL', 'UKR']",1,RUS,UKR,"[1.75, 1.75, 0.25, 1.5]",5.25,RUSUKR
9,8146728,"['RUS', 'LTU', 'BLR', 'POL', 'UKR']",1,RUS,UKR,"[1.75, 0.25, 1.75, 0.25, 1.5]",5.5,RUSUKR
0,8153981,"['SRB', 'BIH']",1,SRB,BIH,"[1.5, 1.5]",3.0,SRBBIH
1,8153514,"['SRB', 'ALB', 'MNE', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 1.5, 1.5]",6.0,SRBBIH
2,8152911,"['SRB', 'ALB', 'GRC', 'BGR', 'ROU', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 0.5, 0.5, 0.5, 0.25, 0.5, 1.5]",6.75,SRBBIH
3,8153563,"['SRB', 'ALB', 'MKD', 'BGR', 'ROU', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 1.5, 0.5, 0.5, 0.25, 0.5, 1.5]",7.75,SRBBIH
4,8152937,"['SRB', 'ALB', 'GRC', 'BGR', 'ROU', 'HUN', 'SVN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 1.5]",7.0,SRBBIH
5,8153021,"['SRB', 'ALB', 'GRC', 'BGR', 'ROU', 'UKR', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 0.5, 0.5, 0.5, 1.5, 0.25, 0.5, 1.5]",8.25,SRBBIH
6,8153177,"['SRB', 'ALB', 'GRC', 'MKD', 'BGR', 'ROU', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 0.5, 1.5, 0.5, 0.5, 0.25, 0.5, 1.5]",8.25,SRBBIH
7,8153360,"['SRB', 'ALB', 'GRC', 'TUR', 'BGR', 'ROU', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 0.5, 1.5, 0.5, 0.5, 0.25, 0.5, 1.5]",8.25,SRBBIH
8,8153589,"['SRB', 'ALB', 'MKD', 'BGR', 'ROU', 'HUN', 'SVN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 1.5, 0.5, 0.5, 0.25, 0.25, 0.5, 1.5]",8.0,SRBBIH
9,8153673,"['SRB', 'ALB', 'MKD', 'BGR', 'ROU', 'UKR', 'HUN', 'HRV', 'BIH']",1,SRB,BIH,"[1.5, 1.5, 1.5, 0.5, 0.5, 1.5, 0.25, 0.5, 1.5]",9.25,SRBBIH
0,8157955,"['SRB', 'HUN', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.0, 0.0]",1.75,SRBDEU
1,8157954,"['SRB', 'HUN', 'AUT', 'CZE', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.0, 0.25, 0.0]",2.0,SRBDEU
2,8158645,"['SRB', 'HUN', 'SVN', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.25, 0.0, 0.0]",2.0,SRBDEU
3,8157668,"['SRB', 'HRV', 'SVN', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.5, 0.25, 0.0, 0.0]",2.25,SRBDEU
4,8158466,"['SRB', 'HUN', 'SVK', 'POL', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.25, 0.25, 0.0]",2.25,SRBDEU
5,8158386,"['SRB', 'HUN', 'SVK', 'CZE', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.25, 0.25, 0.0]",2.25,SRBDEU
6,8158845,"['SRB', 'HUN', 'UKR', 'POL', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 1.5, 0.25, 0.0]",3.5,SRBDEU
7,8157037,"['SRB', 'HRV', 'HUN', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.5, 0.25, 0.0, 0.0]",2.25,SRBDEU
8,8158384,"['SRB', 'HUN', 'SVK', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.25, 0.25, 0.0, 0.0]",2.0,SRBDEU
9,8161373,"['SRB', 'ROU', 'HUN', 'AUT', 'DEU']",1,SRB,DEU,"[1.5, 0.5, 0.25, 0.0, 0.0]",2.25,SRBDEU
0,8182559,"['SRB', 'MKD']",1,SRB,MKD,"[1.5, 1.5]",3.0,SRBMKD
1,8165614,"['SRB', 'BGR', 'MKD']",1,SRB,MKD,"[1.5, 0.5, 1.5]",3.5,SRBMKD
2,8163023,"['SRB', 'ALB', 'MKD']",1,SRB,MKD,"[1.5, 1.5, 1.5]",4.5,SRBMKD
3,8162298,"['SRB', 'ALB', 'GRC', 'MKD']",1,SRB,MKD,"[1.5, 1.5, 0.5, 1.5]",5.0,SRBMKD
4,8165613,"['SRB', 'BGR', 'GRC', 'MKD']",1,SRB,MKD,"[1.5, 0.5, 0.5, 1.5]",4.0,SRBMKD
5,8180022,"['SRB', 'MNE', 'ALB', 'MKD']",1,SRB,MKD,"[1.5, 1.5, 1.5, 1.5]",6.0,SRBMKD
6,8162297,"['SRB', 'ALB', 'GRC', 'BGR', 'MKD']",1,SRB,MKD,"[1.5, 1.5, 0.5, 0.5, 1.5]",5.5,SRBMKD
7,8173869,"['SRB', 'HUN', 'ROU', 'BGR', 'MKD']",1,SRB,MKD,"[1.5, 0.25, 0.5, 0.5, 1.5]",4.25,SRBMKD
8,8164994,"['SRB', 'BIH', 'MNE', 'ALB', 'MKD']",1,SRB,MKD,"[1.5, 1.5, 1.5, 1.5, 1.5]",7.5,SRBMKD
9,8165612,"['SRB', 'BGR', 'GRC', 'ALB', 'MKD']",1,SRB,MKD,"[1.5, 0.5, 0.5, 1.5, 1.5]",5.5,SRBMKD
0,8216353,"['TUR', 'BGR', 'ROU', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 0.5, 1.5]",4.0,TURMDA
1,8214168,"['TUR', 'AZE', 'RUS', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 1.5, 1.75, 1.5, 1.5]",7.75,TURMDA
2,8220927,"['TUR', 'GEO', 'RUS', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 1.5, 1.75, 1.5, 1.5]",7.75,TURMDA
3,8218131,"['TUR', 'BGR', 'SRB', 'ROU', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 1.5, 0.5, 1.5]",5.5,TURMDA
4,8222546,"['TUR', 'GRC', 'BGR', 'ROU', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 0.5, 0.5, 1.5]",4.5,TURMDA
5,8216352,"['TUR', 'BGR', 'ROU', 'HUN', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 0.5, 0.25, 1.5, 1.5]",5.75,TURMDA
6,8212025,"['TUR', 'AZE', 'GEO', 'RUS', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 1.5, 1.5, 1.75, 1.5, 1.5]",9.25,TURMDA
7,8213827,"['TUR', 'AZE', 'RUS', 'POL', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 1.5, 1.75, 0.25, 1.5, 1.5]",8.0,TURMDA
8,8217730,"['TUR', 'BGR', 'SRB', 'HUN', 'UKR', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 1.5, 0.25, 1.5, 1.5]",6.75,TURMDA
9,8215499,"['TUR', 'BGR', 'MKD', 'SRB', 'ROU', 'MDA']",1,TUR,MDA,"[1.5, 0.5, 1.5, 1.5, 0.5, 1.5]",7.0,TURMDA
0,8224641,"['UKR', 'HUN', 'AUT']",1,UKR,AUT,"[1.5, 0.25, 0.0]",1.75,UKRAUT
1,8226681,"['UKR', 'SVK', 'AUT']",1,UKR,AUT,"[1.5, 0.25, 0.0]",1.75,UKRAUT
2,8225114,"['UKR', 'POL', 'CZE', 'AUT']",1,UKR,AUT,"[1.5, 0.25, 0.25, 0.0]",2.0,UKRAUT
3,8225115,"['UKR', 'POL', 'DEU', 'AUT']",1,UKR,AUT,"[1.5, 0.25, 0.0, 0.0]",1.75,UKRAUT
4,8225454,"['UKR', 'POL', 'SVK', 'AUT']",1,UKR,AUT,"[1.5, 0.25, 0.25, 0.0]",2.0,UKRAUT
5,8225866,"['UKR', 'ROU', 'HUN', 'AUT']",1,UKR,AUT,"[1.5, 0.5, 0.25, 0.0]",2.25,UKRAUT
6,8224331,"['UKR', 'BLR', 'POL', 'DEU', 'AUT']",1,UKR,AUT,"[1.5, 1.75, 0.25, 0.0, 0.0]",3.5,UKRAUT
7,8224330,"['UKR', 'BLR', 'POL', 'CZE', 'AUT']",1,UKR,AUT,"[1.5, 1.75, 0.25, 0.25, 0.0]",3.75,UKRAUT
8,8224856,"['UKR', 'MDA', 'ROU', 'HUN', 'AUT']",1,UKR,AUT,"[1.5, 1.5, 0.5, 0.25, 0.0]",3.75,UKRAUT
9,8224432,"['UKR', 'BLR', 'POL', 'SVK', 'AUT']",1,UKR,AUT,"[1.5, 1.75, 0.25, 0.25, 0.0]",3.75,UKRAUT
0,8237329,"['UKR', 'ROU', 'BGR']",1,UKR,BGR,"[1.5, 0.5, 0.5]",2.5,UKRBGR
1,8232003,"['UKR', 'HUN', 'SRB', 'BGR']",1,UKR,BGR,"[1.5, 0.25, 1.5, 0.5]",3.75,UKRBGR
2,8231934,"['UKR', 'HUN', 'ROU', 'BGR']",1,UKR,BGR,"[1.5, 0.25, 0.5, 0.5]",2.75,UKRBGR
3,8234285,"['UKR', 'MDA', 'ROU', 'BGR']",1,UKR,BGR,"[1.5, 1.5, 0.5, 0.5]",4.0,UKRBGR
4,8243608,"['UKR', 'SVK', 'HUN', 'ROU', 'BGR']",1,UKR,BGR,"[1.5, 0.25, 0.25, 0.5, 0.5]",3.0,UKRBGR
5,8231545,"['UKR', 'HUN', 'HRV', 'SRB', 'BGR']",1,UKR,BGR,"[1.5, 0.25, 0.5, 1.5, 0.5]",4.25,UKRBGR
6,8238259,"['UKR', 'RUS', 'GEO', 'TUR', 'BGR']",1,UKR,BGR,"[1.5, 1.75, 1.5, 1.5, 0.5]",6.75,UKRBGR
7,8237331,"['UKR', 'RUS', 'AZE', 'TUR', 'BGR']",1,UKR,BGR,"[1.5, 1.75, 1.5, 1.5, 0.5]",6.75,UKRBGR
8,8243630,"['UKR', 'SVK', 'HUN', 'SRB', 'BGR']",1,UKR,BGR,"[1.5, 0.25, 0.25, 1.5, 0.5]",4.0,UKRBGR
9,8229465,"['UKR', 'BLR', 'RUS', 'AZE', 'TUR', 'BGR']",1,UKR,BGR,"[1.5, 1.75, 1.75, 1.5, 1.5, 0.5]",8.5,UKRBGR
0,8249854,"['UKR', 'HUN', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 0.25, 1.5, 1.5]",4.75,UKRBIH
1,8249686,"['UKR', 'HUN', 'HRV', 'BIH']",1,UKR,BIH,"[1.5, 0.25, 0.5, 1.5]",3.75,UKRBIH
2,8257571,"['UKR', 'ROU', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 0.5, 1.5, 1.5]",5.0,UKRBIH
3,8256548,"['UKR', 'ROU', 'HUN', 'HRV', 'BIH']",1,UKR,BIH,"[1.5, 0.5, 0.25, 0.5, 1.5]",4.25,UKRBIH
4,8249810,"['UKR', 'HUN', 'ROU', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 0.25, 0.5, 1.5, 1.5]",5.25,UKRBIH
5,8255817,"['UKR', 'ROU', 'BGR', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 0.5, 0.5, 1.5, 1.5]",5.5,UKRBIH
6,8252821,"['UKR', 'MDA', 'ROU', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 1.5, 0.5, 1.5, 1.5]",6.5,UKRBIH
7,8256566,"['UKR', 'ROU', 'HUN', 'SRB', 'BIH']",1,UKR,BIH,"[1.5, 0.5, 0.25, 1.5, 1.5]",5.25,UKRBIH
8,8251673,"['UKR', 'HUN', 'SVN', 'HRV', 'BIH']",1,UKR,BIH,"[1.5, 0.25, 0.25, 0.5, 1.5]",4.0,UKRBIH
9,8263562,"['UKR', 'SVK', 'HUN', 'HRV', 'BIH']",1,UKR,BIH,"[1.5, 0.25, 0.25, 0.5, 1.5]",4.0,UKRBIH
0,8264763,"['UKR', 'BLR']",1,UKR,BLR,"[1.5, 1.75]",3.25,UKRBLR
0,8267253,"['UKR', 'POL', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.25]",2.0,UKRCZE
1,8269301,"['UKR', 'SVK', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.25]",2.0,UKRCZE
2,8265181,"['UKR', 'HUN', 'AUT', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.0, 0.25]",2.0,UKRCZE
3,8269299,"['UKR', 'RUS', 'POL', 'CZE']",1,UKR,CZE,"[1.5, 1.75, 0.25, 0.25]",3.75,UKRCZE
4,8266242,"['UKR', 'HUN', 'SVK', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.25, 0.25]",2.25,UKRCZE
5,8269300,"['UKR', 'SVK', 'AUT', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.0, 0.25]",2.0,UKRCZE
