,routeid,routestring,EndSolution,origin,destination,weights,weight_of_route,route_flow
6,8264964,"['UKR', 'BLR', 'POL', 'CZE']",1,UKR,CZE,"[1.5, 1.75, 0.25, 0.25]",3.75,UKRCZE
7,8266243,"['UKR', 'HUN', 'SVN', 'AUT', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRCZE
8,8268111,"['UKR', 'ROU', 'HUN', 'SVK', 'CZE']",1,UKR,CZE,"[1.5, 0.5, 0.25, 0.25, 0.25]",2.75,UKRCZE
9,8266241,"['UKR', 'HUN', 'SVK', 'AUT', 'CZE']",1,UKR,CZE,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRCZE
0,8271841,"['UKR', 'POL', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.0]",1.75,UKRDEU
1,8273990,"['UKR', 'SVK', 'CZE', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.25, 0.0]",2.0,UKRDEU
2,8269524,"['UKR', 'BLR', 'POL', 'DEU']",1,UKR,DEU,"[1.5, 1.75, 0.25, 0.0]",3.5,UKRDEU
3,8273988,"['UKR', 'SVK', 'AUT', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.0, 0.0]",1.75,UKRDEU
4,8273986,"['UKR', 'RUS', 'POL', 'DEU']",1,UKR,DEU,"[1.5, 1.75, 0.25, 0.0]",3.5,UKRDEU
5,8274640,"['UKR', 'SVK', 'POL', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.25, 0.0]",2.0,UKRDEU
6,8269750,"['UKR', 'HUN', 'AUT', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.0, 0.0]",1.75,UKRDEU
7,8271840,"['UKR', 'POL', 'CZE', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.25, 0.0]",2.0,UKRDEU
8,8270772,"['UKR', 'HUN', 'SVK', 'CZE', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.25, 0.25, 0.0]",2.25,UKRDEU
9,8270826,"['UKR', 'HUN', 'SVK', 'POL', 'DEU']",1,UKR,DEU,"[1.5, 0.25, 0.25, 0.25, 0.0]",2.25,UKRDEU
0,8292072,"['UKR', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 1.75, 1.5]",4.75,UKRGEO
1,8291089,"['UKR', 'RUS', 'AZE', 'GEO']",1,UKR,GEO,"[1.5, 1.75, 1.5, 1.5]",6.25,UKRGEO
2,8277083,"['UKR', 'BLR', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 1.75, 1.75, 1.5]",6.5,UKRGEO
3,8285706,"['UKR', 'POL', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 0.25, 1.75, 1.5]",5.0,UKRGEO
4,8276483,"['UKR', 'BLR', 'POL', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 1.75, 0.25, 1.75, 1.5]",6.75,UKRGEO
5,8283130,"['UKR', 'POL', 'BLR', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 0.25, 1.75, 1.75, 1.5]",6.75,UKRGEO
6,8296702,"['UKR', 'SVK', 'POL', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 0.25, 0.25, 1.75, 1.5]",5.25,UKRGEO
7,8285705,"['UKR', 'POL', 'RUS', 'AZE', 'GEO']",1,UKR,GEO,"[1.5, 0.25, 1.75, 1.5, 1.5]",6.5,UKRGEO
8,8287841,"['UKR', 'ROU', 'BGR', 'TUR', 'GEO']",1,UKR,GEO,"[1.5, 0.5, 0.5, 1.5, 1.5]",5.5,UKRGEO
9,8274848,"['UKR', 'BLR', 'LVA', 'RUS', 'GEO']",1,UKR,GEO,"[1.5, 1.75, 0.25, 1.75, 1.5]",6.75,UKRGEO
0,8309742,"['UKR', 'ROU', 'BGR', 'GRC']",1,UKR,GRC,"[1.5, 0.5, 0.5, 0.5]",3.0,UKRGRC
1,8302461,"['UKR', 'HUN', 'SRB', 'BGR', 'GRC']",1,UKR,GRC,"[1.5, 0.25, 1.5, 0.5, 0.5]",4.25,UKRGRC
2,8302409,"['UKR', 'HUN', 'SRB', 'ALB', 'GRC']",1,UKR,GRC,"[1.5, 0.25, 1.5, 1.5, 0.5]",5.25,UKRGRC
3,8312846,"['UKR', 'ROU', 'SRB', 'MKD', 'GRC']",1,UKR,GRC,"[1.5, 0.5, 1.5, 1.5, 0.5]",5.5,UKRGRC
4,8311606,"['UKR', 'ROU', 'SRB', 'ALB', 'GRC']",1,UKR,GRC,"[1.5, 0.5, 1.5, 1.5, 0.5]",5.5,UKRGRC
5,8304969,"['UKR', 'MDA', 'ROU', 'BGR', 'GRC']",1,UKR,GRC,"[1.5, 1.5, 0.5, 0.5, 0.5]",4.5,UKRGRC
6,8302645,"['UKR', 'HUN', 'SRB', 'MKD', 'GRC']",1,UKR,GRC,"[1.5, 0.25, 1.5, 1.5, 0.5]",5.25,UKRGRC
7,8311734,"['UKR', 'ROU', 'SRB', 'BGR', 'GRC']",1,UKR,GRC,"[1.5, 0.5, 1.5, 0.5, 0.5]",4.5,UKRGRC
8,8302334,"['UKR', 'HUN', 'ROU', 'BGR', 'GRC']",1,UKR,GRC,"[1.5, 0.25, 0.5, 0.5, 0.5]",3.25,UKRGRC
9,8312850,"['UKR', 'RUS', 'AZE', 'TUR', 'GRC']",1,UKR,GRC,"[1.5, 1.75, 1.5, 1.5, 0.5]",6.75,UKRGRC
0,8322884,"['UKR', 'HUN']",1,UKR,HUN,"[1.5, 0.25]",1.75,UKRHUN
1,8322392,"['UKR', 'BLR', 'POL', 'SVK', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.25]",4.0,UKRHUN
2,8322883,"['UKR', 'BLR', 'RUS', 'POL', 'SVK', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 1.75, 0.25, 0.25, 0.25]",5.75,UKRHUN
3,8322328,"['UKR', 'BLR', 'POL', 'SVK', 'AUT', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.0, 0.25]",4.0,UKRHUN
4,8321960,"['UKR', 'BLR', 'POL', 'CZE', 'AUT', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.0, 0.25]",4.0,UKRHUN
5,8322060,"['UKR', 'BLR', 'POL', 'DEU', 'AUT', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.0, 0.0, 0.25]",3.75,UKRHUN
6,8322058,"['UKR', 'BLR', 'POL', 'CZE', 'SVK', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.25, 0.25]",4.25,UKRHUN
7,8321769,"['UKR', 'BLR', 'LTU', 'POL', 'SVK', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.25, 0.25]",4.25,UKRHUN
8,8321961,"['UKR', 'BLR', 'POL', 'CZE', 'DEU', 'AUT', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.0, 0.0, 0.25]",4.0,UKRHUN
9,8321615,"['UKR', 'BLR', 'LTU', 'POL', 'DEU', 'AUT', 'HUN']",1,UKR,HUN,"[1.5, 1.75, 0.25, 0.25, 0.0, 0.0, 0.25]",4.0,UKRHUN
0,8335914,"['UKR', 'SVK', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.0, 0.25]",2.0,UKRITA
1,8327588,"['UKR', 'HUN', 'SVN', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.25, 0.25]",2.25,UKRITA
2,8325586,"['UKR', 'HUN', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.0, 0.25]",2.0,UKRITA
3,8329293,"['UKR', 'POL', 'DEU', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.0, 0.0, 0.25]",2.0,UKRITA
4,8329981,"['UKR', 'POL', 'SVK', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRITA
5,8328876,"['UKR', 'POL', 'CZE', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRITA
6,8326855,"['UKR', 'HUN', 'SVK', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRITA
7,8329411,"['UKR', 'POL', 'DEU', 'FRA', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.0, 0.0, 0.25]",2.0,UKRITA
8,8327422,"['UKR', 'HUN', 'SVN', 'AUT', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.25, 0.0, 0.25]",2.25,UKRITA
9,8326005,"['UKR', 'HUN', 'HRV', 'SVN', 'ITA']",1,UKR,ITA,"[1.5, 0.25, 0.5, 0.25, 0.25]",2.75,UKRITA
0,8357501,"['UKR', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 1.75]",5.0,UKRKAZ
1,8350168,"['UKR', 'POL', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 0.25, 1.75, 1.75]",5.25,UKRKAZ
2,8340588,"['UKR', 'BLR', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 1.75, 1.75]",6.75,UKRKAZ
3,8349955,"['UKR', 'POL', 'LTU', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 0.25, 0.25, 1.75, 1.75]",5.5,UKRKAZ
4,8337950,"['UKR', 'BLR', 'LVA', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 0.25, 1.75, 1.75]",7.0,UKRKAZ
5,8347256,"['UKR', 'POL', 'BLR', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 0.25, 1.75, 1.75, 1.75]",7.0,UKRKAZ
6,8362490,"['UKR', 'SVK', 'POL', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 0.25, 0.25, 1.75, 1.75]",5.5,UKRKAZ
7,8338650,"['UKR', 'BLR', 'LTU', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 0.25, 1.75, 1.75]",7.0,UKRKAZ
8,8339775,"['UKR', 'BLR', 'POL', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 0.25, 1.75, 1.75]",7.0,UKRKAZ
9,8337887,"['UKR', 'BLR', 'LVA', 'LTU', 'RUS', 'KAZ']",1,UKR,KAZ,"[1.5, 1.75, 0.25, 0.25, 1.75, 1.75]",7.25,UKRKAZ
0,8375162,"['UKR', 'RUS', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 0.25]",3.5,UKRLTU
1,8362511,"['UKR', 'BLR', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 0.25]",3.5,UKRLTU
2,8370627,"['UKR', 'POL', 'LTU']",1,UKR,LTU,"[1.5, 0.25, 0.25]",2.0,UKRLTU
3,8362510,"['UKR', 'BLR', 'LVA', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 0.25, 0.25]",3.75,UKRLTU
4,8379407,"['UKR', 'SVK', 'POL', 'LTU']",1,UKR,LTU,"[1.5, 0.25, 0.25, 0.25]",2.25,UKRLTU
5,8375161,"['UKR', 'RUS', 'LVA', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 0.25, 0.25]",3.75,UKRLTU
6,8368068,"['UKR', 'POL', 'BLR', 'LTU']",1,UKR,LTU,"[1.5, 0.25, 1.75, 0.25]",3.75,UKRLTU
7,8374826,"['UKR', 'RUS', 'BLR', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 1.75, 0.25]",5.25,UKRLTU
8,8374825,"['UKR', 'RUS', 'BLR', 'LVA', 'LTU']",1,UKR,LTU,"[1.5, 1.75, 1.75, 0.25, 0.25]",5.5,UKRLTU
9,8368067,"['UKR', 'POL', 'BLR', 'LVA', 'LTU']",1,UKR,LTU,"[1.5, 0.25, 1.75, 0.25, 0.25]",4.0,UKRLTU
0,8389031,"['UKR', 'MDA']",1,UKR,MDA,"[1.5, 1.5]",3.0,UKRMDA
1,8386021,"['UKR', 'HUN', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 0.5, 1.5]",3.75,UKRMDA
2,8386559,"['UKR', 'HUN', 'SRB', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 1.5, 0.5, 1.5]",5.25,UKRMDA
3,8386181,"['UKR', 'HUN', 'SRB', 'BGR', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 1.5, 0.5, 0.5, 1.5]",5.75,UKRMDA
4,8385431,"['UKR', 'HUN', 'HRV', 'SRB', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 0.5, 1.5, 0.5, 1.5]",5.75,UKRMDA
5,8386472,"['UKR', 'HUN', 'SRB', 'MKD', 'BGR', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 1.5, 1.5, 0.5, 0.5, 1.5]",7.25,UKRMDA
6,8385319,"['UKR', 'HUN', 'HRV', 'MNE', 'SRB', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 0.5, 1.5, 1.5, 0.5, 1.5]",7.25,UKRMDA
7,8385192,"['UKR', 'HUN', 'HRV', 'BIH', 'SRB', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 0.5, 1.5, 1.5, 0.5, 1.5]",7.25,UKRMDA
8,8388606,"['UKR', 'HUN', 'SVN', 'HRV', 'SRB', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 0.25, 0.25, 0.5, 1.5, 0.5, 1.5]",6.0,UKRMDA
9,8382623,"['UKR', 'BLR', 'POL', 'SVK', 'HUN', 'ROU', 'MDA']",1,UKR,MDA,"[1.5, 1.75, 0.25, 0.25, 0.25, 0.5, 1.5]",6.0,UKRMDA
0,8402364,"['UKR', 'ROU', 'BGR', 'MKD']",1,UKR,MKD,"[1.5, 0.5, 0.5, 1.5]",4.0,UKRMKD
1,8395118,"['UKR', 'HUN', 'SRB', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 1.5, 1.5]",4.75,UKRMKD
2,8405560,"['UKR', 'ROU', 'SRB', 'MKD']",1,UKR,MKD,"[1.5, 0.5, 1.5, 1.5]",5.0,UKRMKD
3,8397463,"['UKR', 'MDA', 'ROU', 'BGR', 'MKD']",1,UKR,MKD,"[1.5, 1.5, 0.5, 0.5, 1.5]",5.5,UKRMKD
4,8394853,"['UKR', 'HUN', 'ROU', 'SRB', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 0.5, 1.5, 1.5]",5.25,UKRMKD
5,8402363,"['UKR', 'ROU', 'BGR', 'GRC', 'MKD']",1,UKR,MKD,"[1.5, 0.5, 0.5, 0.5, 1.5]",4.5,UKRMKD
6,8394930,"['UKR', 'HUN', 'SRB', 'BGR', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 1.5, 0.5, 1.5]",5.25,UKRMKD
7,8394365,"['UKR', 'HUN', 'HRV', 'SRB', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 0.5, 1.5, 1.5]",5.25,UKRMKD
8,8394764,"['UKR', 'HUN', 'ROU', 'BGR', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 0.5, 0.5, 1.5]",4.25,UKRMKD
9,8394869,"['UKR', 'HUN', 'SRB', 'ALB', 'MKD']",1,UKR,MKD,"[1.5, 0.25, 1.5, 1.5, 1.5]",6.25,UKRMKD
0,8418442,"['UKR', 'POL']",1,UKR,POL,"[1.5, 0.25]",1.75,UKRPOL
1,8413958,"['UKR', 'BLR', 'POL']",1,UKR,POL,"[1.5, 1.75, 0.25]",3.5,UKRPOL
2,8416491,"['UKR', 'HUN', 'SVK', 'POL']",1,UKR,POL,"[1.5, 0.25, 0.25, 0.25]",2.25,UKRPOL
3,8413957,"['UKR', 'BLR', 'LTU', 'POL']",1,UKR,POL,"[1.5, 1.75, 0.25, 0.25]",3.75,UKRPOL
4,8414061,"['UKR', 'HUN', 'AUT', 'DEU', 'POL']",1,UKR,POL,"[1.5, 0.25, 0.0, 0.0, 0.25]",2.0,UKRPOL
5,8416490,"['UKR', 'HUN', 'SVK', 'CZE', 'POL']",1,UKR,POL,"[1.5, 0.25, 0.25, 0.25, 0.25]",2.5,UKRPOL
6,8413860,"['UKR', 'BLR', 'LVA', 'LTU', 'POL']",1,UKR,POL,"[1.5, 1.75, 0.25, 0.25, 0.25]",4.0,UKRPOL
7,8413924,"['UKR', 'BLR', 'LVA', 'RUS', 'POL']",1,UKR,POL,"[1.5, 1.75, 0.25, 1.75, 0.25]",5.5,UKRPOL
8,8414266,"['UKR', 'HUN', 'AUT', 'SVK', 'POL']",1,UKR,POL,"[1.5, 0.25, 0.0, 0.25, 0.25]",2.25,UKRPOL
9,8414006,"['UKR', 'HUN', 'AUT', 'CZE', 'POL']",1,UKR,POL,"[1.5, 0.25, 0.0, 0.25, 0.25]",2.25,UKRPOL
0,8432200,"['UKR', 'POL', 'DEU', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.0, 0.25, 0.0]",2.0,UKRPRT
1,8420950,"['UKR', 'BLR', 'POL', 'DEU', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 1.75, 0.25, 0.0, 0.0, 0.25, 0.0]",3.75,UKRPRT
2,8423248,"['UKR', 'HUN', 'AUT', 'DEU', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0]",2.0,UKRPRT
3,8423439,"['UKR', 'HUN', 'AUT', 'ITA', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.25, 0.0, 0.25, 0.0]",2.25,UKRPRT
4,8432112,"['UKR', 'POL', 'DEU', 'FRA', 'AND', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.0, 0.25, 0.0]",2.0,UKRPRT
5,8432330,"['UKR', 'POL', 'DEU', 'LUX', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0]",2.0,UKRPRT
6,8424098,"['UKR', 'HUN', 'AUT', 'CHE', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 1.0, 0.0, 0.25, 0.0]",3.0,UKRPRT
7,8431796,"['UKR', 'POL', 'DEU', 'BEL', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0]",2.0,UKRPRT
8,8430814,"['UKR', 'POL', 'CZE', 'DEU', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0]",2.25,UKRPRT
9,8428171,"['UKR', 'HUN', 'SVN', 'ITA', 'FRA', 'ESP', 'PRT']",1,UKR,PRT,"[1.5, 0.25, 0.25, 0.25, 0.0, 0.25, 0.0]",2.5,UKRPRT
0,8462571,"['UKR', 'RUS']",1,UKR,RUS,"[1.5, 1.75]",3.25,UKRRUS
1,8458687,"['UKR', 'POL', 'RUS']",1,UKR,RUS,"[1.5, 0.25, 1.75]",3.5,UKRRUS
2,8450421,"['UKR', 'BLR', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 1.75]",5.0,UKRRUS
3,8458686,"['UKR', 'POL', 'LTU', 'RUS']",1,UKR,RUS,"[1.5, 0.25, 0.25, 1.75]",3.75,UKRRUS
4,8449001,"['UKR', 'BLR', 'LVA', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 0.25, 1.75]",5.25,UKRRUS
5,8456121,"['UKR', 'POL', 'BLR', 'RUS']",1,UKR,RUS,"[1.5, 0.25, 1.75, 1.75]",5.25,UKRRUS
6,8449391,"['UKR', 'BLR', 'LTU', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 0.25, 1.75]",5.25,UKRRUS
7,8450420,"['UKR', 'BLR', 'POL', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 0.25, 1.75]",5.25,UKRRUS
8,8449000,"['UKR', 'BLR', 'LVA', 'LTU', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 0.25, 0.25, 1.75]",5.5,UKRRUS
9,8449003,"['UKR', 'BLR', 'LTU', 'LVA', 'RUS']",1,UKR,RUS,"[1.5, 1.75, 0.25, 0.25, 1.75]",5.5,UKRRUS
0,8467507,"['UKR', 'HUN', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 1.5]",3.25,UKRSRB
1,8471340,"['UKR', 'ROU', 'SRB']",1,UKR,SRB,"[1.5, 0.5, 1.5]",3.5,UKRSRB
2,8467506,"['UKR', 'HUN', 'ROU', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 0.5, 1.5]",3.75,UKRSRB
3,8471339,"['UKR', 'ROU', 'HUN', 'SRB']",1,UKR,SRB,"[1.5, 0.5, 0.25, 1.5]",3.75,UKRSRB
4,8467829,"['UKR', 'MDA', 'ROU', 'SRB']",1,UKR,SRB,"[1.5, 1.5, 0.5, 1.5]",5.0,UKRSRB
5,8470701,"['UKR', 'ROU', 'BGR', 'SRB']",1,UKR,SRB,"[1.5, 0.5, 0.5, 1.5]",4.0,UKRSRB
6,8477257,"['UKR', 'SVK', 'HUN', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 0.25, 1.5]",3.5,UKRSRB
7,8467455,"['UKR', 'HUN', 'HRV', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 0.5, 1.5]",3.75,UKRSRB
8,8470587,"['UKR', 'POL', 'SVK', 'HUN', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 0.25, 0.25, 1.5]",3.75,UKRSRB
9,8467505,"['UKR', 'HUN', 'ROU', 'BGR', 'SRB']",1,UKR,SRB,"[1.5, 0.25, 0.5, 0.5, 1.5]",4.25,UKRSRB
0,8496510,"['UKR', 'RUS', 'AZE', 'TUR']",1,UKR,TUR,"[1.5, 1.75, 1.5, 1.5]",6.25,UKRTUR
1,8493140,"['UKR', 'ROU', 'BGR', 'TUR']",1,UKR,TUR,"[1.5, 0.5, 0.5, 1.5]",4.0,UKRTUR
2,8497494,"['UKR', 'RUS', 'GEO', 'TUR']",1,UKR,TUR,"[1.5, 1.75, 1.5, 1.5]",6.25,UKRTUR
3,8491025,"['UKR', 'POL', 'RUS', 'GEO', 'TUR']",1,UKR,TUR,"[1.5, 0.25, 1.75, 1.5, 1.5]",6.5,UKRTUR
4,8484299,"['UKR', 'HUN', 'SRB', 'BGR', 'TUR']",1,UKR,TUR,"[1.5, 0.25, 1.5, 0.5, 1.5]",5.25,UKRTUR
5,8495356,"['UKR', 'ROU', 'SRB', 'BGR', 'TUR']",1,UKR,TUR,"[1.5, 0.5, 1.5, 0.5, 1.5]",5.5,UKRTUR
6,8481189,"['UKR', 'BLR', 'RUS', 'GEO', 'TUR']",1,UKR,TUR,"[1.5, 1.75, 1.75, 1.5, 1.5]",8.0,UKRTUR
7,8492559,"['UKR', 'ROU', 'BGR', 'GRC', 'TUR']",1,UKR,TUR,"[1.5, 0.5, 0.5, 0.5, 1.5]",4.5,UKRTUR
8,8481173,"['UKR', 'BLR', 'RUS', 'AZE', 'TUR']",1,UKR,TUR,"[1.5, 1.75, 1.75, 1.5, 1.5]",8.0,UKRTUR
9,8491023,"['UKR', 'POL', 'RUS', 'AZE', 'TUR']",1,UKR,TUR,"[1.5, 0.25, 1.75, 1.5, 1.5]",6.5,UKRTUR
